,Day,DoWeek,hour,count,passed,period,data,ServiceID,datetime
333200,2023-07-24,0,17,45,45,62.0,1165.4444444444443,5,2023-07-24 17:00:00
333201,2023-07-24,0,17,1102,1102,63.0,600.2350272232305,7,2023-07-24 17:00:00
333202,2023-07-24,0,17,1,1,62.0,318.0,8,2023-07-24 17:00:00
333203,2023-07-24,0,17,4,4,0.0,378251.75,10,2023-07-24 17:00:00
333204,2023-07-24,0,18,16081,16081,63.95746533175797,632.5178160562155,2,2023-07-24 18:00:00
333205,2023-07-24,0,18,3,3,61.0,47580.66666666666,4,2023-07-24 18:00:00
333207,2023-07-24,0,18,19670,19670,63.0,918.7556685307576,11,2023-07-24 18:00:00
333208,2023-07-24,0,18,4,4,62.0,625.75,1,2023-07-24 18:00:00
333209,2023-07-24,0,18,156,156,62.0,1047.4358974358977,5,2023-07-24 18:00:00
333210,2023-07-24,0,18,8742,8742,63.0,599.7650423244108,7,2023-07-24 18:00:00
333211,2023-07-24,0,18,1,0,60.0,1468.0,3,2023-07-24 18:00:00
333212,2023-07-24,0,18,3,3,62.0,339.6666666666667,8,2023-07-24 18:00:00
333213,2023-07-24,0,18,30,30,0.0,378251.3666666666,10,2023-07-24 18:00:00
